MEI File,Title,Mass Title,Section Title,Composer,Composer VIAF,Composer BNF ID,Date of Piece,Editor,Date Last Revised,Source_ID,Source Short Title,Source Title,Source Publisher,Publisher VIAF,Publisher BNF ID,Source Date,Source Reference,Source Location,Source Institution,Source Shelfmark ,Rights Statement,Copyright Owner(s)
CRIM_Mass_0006_1.mei,Missa Je suis déshéritée: Kyrie,Missa Je suis Déshéritée,Kyrie,Jean Guyon,http://viaf.org/viaf/51955127,https://data.bnf.fr/ark:/12148/cb148142375,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0019,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita.","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita. Nunc primum in lucem edita. Autore D. Ionne Guyon, Ecclesiae Carnotensis canonico, & pueris symphoniacis praefecto.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, G 5172",Paris,Bibliothèque nationale de France,RES VM1-16 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0006_2.mei,Missa Je suis déshéritée: Gloria,Missa Je suis Déshéritée,Gloria,Jean Guyon,http://viaf.org/viaf/51955127,https://data.bnf.fr/ark:/12148/cb148142375,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0019,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita.","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita. Nunc primum in lucem edita. Autore D. Ionne Guyon, Ecclesiae Carnotensis canonico, & pueris symphoniacis praefecto.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, G 5172",Paris,Bibliothèque nationale de France,RES VM1-16 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0006_3.mei,Missa Je suis déshéritée: Credo,Missa Je suis Déshéritée,Credo,Jean Guyon,http://viaf.org/viaf/51955127,https://data.bnf.fr/ark:/12148/cb148142375,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0019,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita.","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita. Nunc primum in lucem edita. Autore D. Ionne Guyon, Ecclesiae Carnotensis canonico, & pueris symphoniacis praefecto.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, G 5172",Paris,Bibliothèque nationale de France,RES VM1-16 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0006_4.mei,Missa Je suis déshéritée: Sanctus,Missa Je suis Déshéritée,Sanctus,Jean Guyon,http://viaf.org/viaf/51955127,https://data.bnf.fr/ark:/12148/cb148142375,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0019,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita.","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita. Nunc primum in lucem edita. Autore D. Ionne Guyon, Ecclesiae Carnotensis canonico, & pueris symphoniacis praefecto.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, G 5172",Paris,Bibliothèque nationale de France,RES VM1-16 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0006_5.mei,Missa Je suis déshéritée: Agnus Dei,Missa Je suis Déshéritée,Agnus Dei,Jean Guyon,http://viaf.org/viaf/51955127,https://data.bnf.fr/ark:/12148/cb148142375,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0019,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita.","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita. Nunc primum in lucem edita. Autore D. Ionne Guyon, Ecclesiae Carnotensis canonico, & pueris symphoniacis praefecto.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, G 5172",Paris,Bibliothèque nationale de France,RES VM1-16 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
,,,,,,,,,,,,,,,,,,,,,,
CRIM_Mass_0007_1.mei,Missa Je suis déshéritée: Kyrie,Missa Je suis Déshéritée,Kyrie,Nicolas Gombert,http://viaf.org/viaf/87113257,https://data.bnf.fr/ark:/12148/cb138945919,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0021,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita à D. Nicolao Gombert: Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, G 2976",Paris,Bibliothèque nationale de France,RES VM1-19,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0007_2.mei,Missa Je suis déshéritée: Gloria,Missa Je suis Déshéritée,Gloria,Nicolas Gombert,http://viaf.org/viaf/87113257,https://data.bnf.fr/ark:/12148/cb138945919,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0021,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita à D. Nicolao Gombert: Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, G 2976",Paris,Bibliothèque nationale de France,RES VM1-19,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0007_3.mei,Missa Je suis déshéritée: Credo,Missa Je suis Déshéritée,Credo,Nicolas Gombert,http://viaf.org/viaf/87113257,https://data.bnf.fr/ark:/12148/cb138945919,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0021,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita à D. Nicolao Gombert: Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, G 2976",Paris,Bibliothèque nationale de France,RES VM1-19,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0007_4.mei,Missa Je suis déshéritée: Sanctus,Missa Je suis Déshéritée,Sanctus,Nicolas Gombert,http://viaf.org/viaf/87113257,https://data.bnf.fr/ark:/12148/cb138945919,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0021,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita à D. Nicolao Gombert: Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, G 2976",Paris,Bibliothèque nationale de France,RES VM1-19,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0007_5.mei,Missa Je suis déshéritée: Agnus Dei,Missa Je suis Déshéritée,Agnus Dei,Nicolas Gombert,http://viaf.org/viaf/87113257,https://data.bnf.fr/ark:/12148/cb138945919,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0021,"Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée","Missa cum quatuor vocibus, ad imitationem cantionis le suis deshéritée, condita à D. Nicolao Gombert: Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, G 2976",Paris,Bibliothèque nationale de France,RES VM1-19,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
,,,,,,,,,,,,,,,,,,,,,,
CRIM_Mass_0008_1.mei,Missa Quare fremuerunt gentes: Kyrie,Missa Quare fremuerunt gentes,Kyrie,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0022,"Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita.","Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita. Nunc primum in lucem edita. Autore D. Claudio de Sermisy Regio symphoniacorum ordini praefecto: & in regali Parisiensis palatij sacello canonico.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2821",Paris,Bibliothèque nationale de France,RES VM1-3,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0008_2.mei,Missa Quare fremuerunt gentes: Gloria,Missa Quare fremuerunt gentes,Gloria,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0022,"Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita.","Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita. Nunc primum in lucem edita. Autore D. Claudio de Sermisy Regio symphoniacorum ordini praefecto: & in regali Parisiensis palatij sacello canonico.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2821",Paris,Bibliothèque nationale de France,RES VM1-3,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0008_3.mei,Missa Quare fremuerunt gentes: Credo,Missa Quare fremuerunt gentes,Credo,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0022,"Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita.","Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita. Nunc primum in lucem edita. Autore D. Claudio de Sermisy Regio symphoniacorum ordini praefecto: & in regali Parisiensis palatij sacello canonico.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2821",Paris,Bibliothèque nationale de France,RES VM1-3,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0008_4.mei,Missa Quare fremuerunt gentes: Sanctus,Missa Quare fremuerunt gentes,Sanctus,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0022,"Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita.","Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita. Nunc primum in lucem edita. Autore D. Claudio de Sermisy Regio symphoniacorum ordini praefecto: & in regali Parisiensis palatij sacello canonico.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2821",Paris,Bibliothèque nationale de France,RES VM1-3,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0008_5.mei,Missa Quare fremuerunt gentes: Agnus Dei,Missa Quare fremuerunt gentes,Agnus Dei,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0022,"Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita.","Missa cum quinque vocibus, ad imitationem moduli Quare fremuerunt gentes, condita. Nunc primum in lucem edita. Autore D. Claudio de Sermisy Regio symphoniacorum ordini praefecto: & in regali Parisiensis palatij sacello canonico.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2821",Paris,Bibliothèque nationale de France,RES VM1-3,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
,,,,,,,,,,,,,,,,,,,,,,
CRIM_Mass_0009_1.mei,Missa Tota pulchra es: Kyrie,Missa Tota pulchra es,Kyrie,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0024,"Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es","Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2822",Paris,Bibliothèque nationale de France,RES VM1-6 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0009_2.mei,Missa Tota pulchra es: Gloria,Missa Tota pulchra es,Gloria,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0024,"Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es","Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2822",Paris,Bibliothèque nationale de France,RES VM1-6 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0009_3.mei,Missa Tota pulchra es: Credo,Missa Tota pulchra es,Credo,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0024,"Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es","Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2822",Paris,Bibliothèque nationale de France,RES VM1-6 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0009_4.mei,Missa Tota pulchra es: Sanctus,Missa Tota pulchra es,Sanctus,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0024,"Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es","Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2822",Paris,Bibliothèque nationale de France,RES VM1-6 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0009_5.mei,Missa Tota pulchra es: Agnus Dei,Missa Tota pulchra es,Agnus Dei,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0024,"Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es","Missa cum quatuor vocibus paribus, ad imitationem moduli Tota pulchra es, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2822",Paris,Bibliothèque nationale de France,RES VM1-6 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
,,,,,,,,,,,,,,,,,,,,,,
CRIM_Mass_0010_1.mei,Missa Voulant honneur: Kyrie,Missa Voulant honneur,Kyrie,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0026,"Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita.","Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2823",Paris,Bibliothèque nationale de France,RES VM1- 5 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0010_2.mei,Missa Voulant honneur: Gloria,Missa Voulant honneur,Gloria,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0026,"Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita.","Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2823",Paris,Bibliothèque nationale de France,RES VM1- 5 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0010_3.mei,Missa Voulant honneur: Credo,Missa Voulant honneur,Credo,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0026,"Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita.","Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2823",Paris,Bibliothèque nationale de France,RES VM1- 5 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0010_4.mei,Missa Voulant honneur: Sanctus,Missa Voulant honneur,Sanctus,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0026,"Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita.","Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2823",Paris,Bibliothèque nationale de France,RES VM1- 5 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0010_5.mei,Missa Voulant honneur: Agnus Dei,Missa Voulant honneur,Agnus Dei,Claudin de Sermisy,http://viaf.org/viaf/89469141,https://data.bnf.fr/ark:/12148/cb13899672h,1556,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0026,"Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita.","Missa cum quatuor vocibus, ad imitationem cantionis Voulant honneur, condita. Nunc primum in lucem edita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1556,"RISM A I, S 2823",Paris,Bibliothèque nationale de France,RES VM1- 5 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
,,,,,,,,,,,,,,,,,,,,,,
CRIM_Mass_0011_1.mei,Missa Je n’en puis plus durer: Kyrie,Missa Je n’en puis plus durer,Kyrie,Pierre Daulphin,http://viaf.org/viaf/79982683,https://data.bnf.fr/ark:/12148/cb14981701f,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0028,"Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer","Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer, condita à D. Petro Daulphin: Nunc primum in lucem edita",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, D 1087",Paris,Bibliothèque nationale de France,RES VM1-21 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0011_2.mei,Missa Je n’en puis plus durer: Gloria,Missa Je n’en puis plus durer,Gloria,Pierre Daulphin,http://viaf.org/viaf/79982683,https://data.bnf.fr/ark:/12148/cb14981701f,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0028,"Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer","Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer, condita à D. Petro Daulphin: Nunc primum in lucem edita",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, D 1087",Paris,Bibliothèque nationale de France,RES VM1-21 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0011_3.mei,Missa Je n’en puis plus durer: Credo,Missa Je n’en puis plus durer,Credo,Pierre Daulphin,http://viaf.org/viaf/79982683,https://data.bnf.fr/ark:/12148/cb14981701f,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0028,"Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer","Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer, condita à D. Petro Daulphin: Nunc primum in lucem edita",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, D 1087",Paris,Bibliothèque nationale de France,RES VM1-21 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0011_4.mei,Missa Je n’en puis plus durer: Sanctus,Missa Je n’en puis plus durer,Sanctus,Pierre Daulphin,http://viaf.org/viaf/79982683,https://data.bnf.fr/ark:/12148/cb14981701f,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0028,"Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer","Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer, condita à D. Petro Daulphin: Nunc primum in lucem edita",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, D 1087",Paris,Bibliothèque nationale de France,RES VM1-21 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0011_5.mei,Missa Je n’en puis plus durer: Agnus Dei,Missa Je n’en puis plus durer,Agnus Dei,Pierre Daulphin,http://viaf.org/viaf/79982683,https://data.bnf.fr/ark:/12148/cb14981701f,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0028,"Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer","Missa cum quatuor vocibus, ad imitationem cantionis: Je n'en puis plus durer, condita à D. Petro Daulphin: Nunc primum in lucem edita",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, D 1087",Paris,Bibliothèque nationale de France,RES VM1-21 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
,,,,,,,,,,,,,,,,,,,,,,
CRIM_Mass_0012_1.mei,Missa Si bona suscepimus: Kyrie,Missa Si bona suscepimus,Kyrie,Dominique Phinot,http://viaf.org/viaf/18161578,https://data.bnf.fr/ark:/12148/cb14795880p,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0030,"Missa cum quatuor vocibus, ad imitationem moduli Si bona suscepimus, condita.","Missa cum quatuor vocibus, ad imitationem moduli Si bona suscepimus, condita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, P 2024",Paris,Bibliothèque nationale de France,RES VM1-20 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0012_2.mei,Missa Si bona suscepimus: Gloria,Missa Si bona suscepimus,Gloria,Dominique Phinot,http://viaf.org/viaf/18161578,https://data.bnf.fr/ark:/12148/cb14795880p,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0030,"Missa cum quatuor vocibus, ad imitationem moduli Si bona suscepimus, condita.","Missa cum quatuor vocibus, ad imitationem moduli Si bona suscepimus, condita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, P 2024",Paris,Bibliothèque nationale de France,RES VM1-20 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
CRIM_Mass_0012_3.mei,Missa Si bona suscepimus: Credo,Missa Si bona suscepimus,Credo,Dominique Phinot,http://viaf.org/viaf/18161578,https://data.bnf.fr/ark:/12148/cb14795880p,1557,Vincent Besson | Marco Gurrieri | Richard Freedman,,CRIM_Source_0030,"Missa cum quatuor vocibus, ad imitationem moduli Si bona suscepimus, condita.","Missa cum quatuor vocibus, ad imitationem moduli Si bona suscepimus, condita.",Nicolas Du Chemin,http://viaf.org/viaf/9901501,https://data.bnf.fr/ark:/12148/cb12230484c,1557,"RISM A I, P 2024",Paris,Bibliothèque nationale de France,RES VM1-20 ,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,Centre d'Études Supérieures de la Renaissance | Haverford College
