CRIM_Phrase_ID,CRIM_Mass_ID,Mass_Section_ID,Section_Phrase_Number,Start_Measure,Stop_Measure,End of section,Text,,,,,,,,
a preciser dans la liste complete!,CRIM_Mass_0003,CRIM_Mass_0003_1,1,1,8,1,Kyrie eleison.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_1,2,9,18,2,Christe eleison.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_1,3,19,30,3,Kyrie eleison.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,1,1,6,1,Et in terra pax hominibus bonae voluntatis.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,2,6,7,1,Laudamus te.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,3,7,9,1,Benedicimus te.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,4,9,11,1,Adoramus te.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,5,10,14,1,Glorificamus te.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,6,13,19,1,Gratias agimus tibi propter magnam gloriam tuam.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,7,18,25,1,"Domine Deus, Rex caelestis, Deus Pater omnipotens.",,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,8,24,31,1,Domine Fili unigenite Iesu Christe.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,9,30,35,1,"Domine Deus, Agnus Dei, Filius Patris.",,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,10,34,39,1,"Qui tollis peccata mundi, miserere nobis.",,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,11,39,47,1,"Qui tollis peccata mundi, suscipe deprecationem nostram.",,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,12,47,52,1,"Qui sedes ad dexteram Patris, miserere nobis.",,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,13,52,54,1,Quoniam tu solus sanctus.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,14,54,56,1,Tu solus Dominus.,,,,,,,,
,CRIM_Mass_0003,CRIM_Mass_0003_2,15,56,60,1,"Tu solus Altissimus, Iesu Christe.",,,,,,,,
