CRIM_Phrase_ID,CRIM_Mass_ID,Mass_Section_ID,Section_Phrase_Number,Start_Measure,Stop_Measure,End of section,Text,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,11,126,141,3,"sub Pontio Pilato passus, et sepultus est.",,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,12,142,160,4,"Et resurrexit tertia die, secundum Scripturas.",,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,13,161,164,4,Et ascendit in caelum: ,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,14,164,168,4,sedet ad dexteram Patris.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,15,169,195,5,"Et iterum venturus est cum gloria, iudicare vivos et mortuos:",,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,16,191,200,5,cuius regni non erit finis.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,17,201,213,6,"Et in Spiritum Sanctum, Dominum, et vivificantem: ",,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,18,213,219,6,qui ex Patre Filioque procedit.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,19,219,228,6,"Qui cum Patre et Filio simul adoratur, et conglorificatur:",,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,20,225,235,6,qui locutus est per Prophetas.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,21,235,248,6,Et unam sanctam catholicam et apostolicam Ecclesiam.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,22,248,257,6,Confiteor unum baptisma in remissionem peccatorum.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,23,258,272,6,Et expecto resurrectionem mortuorum.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,24,273,279,6,Et vitam venturi saeculi.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_03,25,277,283,6,Amen.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_04,1,1,37,1,Sanctus Dominus Deus Sabaoth.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_04,2,38,74,2,Pleni sunt caeli et terra gloria tua.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_04,3,75,95,3,Hosanna in excelsis.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_04,4,96,148,4,Benedictus qui venit in nomine Domini.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_05,1,1,25,1,"Agnus Dei, qui tollis peccata mundi: ",,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_05,2,16,52,1,miserere nobis.,,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_05,3,53,77,2,"Agnus Dei, qui tollis peccata mundi: ",,,,,,,,
,CRIM_Mass_0005,CRIM_Mass_0005_05,4,75,89,2,miserere nobis.,,,,,,,,
,,,,,,,"Agnus Dei, qui tollis peccata mundi: ",,,,,,,,
,,,,,,,dona nobis pacem.,,,,,,,,
