CRIM_Phrase_ID,CRIM_Mass_ID,Mass_Section_ID,Section_Phrase_Number,Start_Measure,Stop_Measure,Part,Text,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_2,14,69,75,1,Tu solus Dominus.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_2,15,74,79,1,"Tu solus Altissimus, Iesu Christe.",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_2,16,77,86,1,"Cum Sancto Spiritu, in gloria Dei Patris.",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_2,17,86,87,1,Amen.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,1,1,14,1,"Patrem omnipotentem, factorem caeli et terrae, visibilium omnium, et invisibilium.",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,2,14,27,1,"Et in unum Dominum Iesum Christum, Filium Dei unigenitum.",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,3,26,31,1,Et ex Patre natum ante omnia saecula.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,4,30,40,1,"Deum de Deo, lumen de lumine, Deum verum de Deo vero.",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,5,37,44,1,"Genitum, non factum, consubstantialem Patri:",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,6,42,48,1,per quem omnia facta sunt.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,7,47,59,1,"Qui propter non homines, et propter nostram salutem descendit de caelis.",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,8,58,71,1,Et incarnatus est de Spiritu Sancto ex Maria Virgine:,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,9,68,77,1,Et homo factus est.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,10,78,84,2,Crucifixus etiam pro nobis:,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,11,82,90,2,"sub Pontio Pilato passus, et sepultus est.",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,12,89,96,2,"Et resurrexit tertia die, secundum Scripturas.",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,13,95,101,2,Et ascendit in caelum:,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,14,98,107,2,sedet ad dexteram Patris.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,15,103,118,2,"Et iterum venturus est cum gloria, iudicare vivos et mortuos:",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,16,117,127,2,cuius regni non erit finis.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,17,128,135,3,"Et in Spiritum Sanctum, Dominum, et vivificantem:",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,18,133,139,3,qui ex Patre Filioque procedit.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,19,136,147,3,"Qui cum Patre et Filio simul adoratur, et conglorificatur:",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,20,146,150,3,qui locutus est per Prophetas.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,21,148,159,3,Et unam sanctam catholicam et apostolicam Ecclesiam.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,22,157,166,3,Confiteor unum baptisma in remissionem peccatorum.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,23,166,175,3,Et expecto resurrectionem mortuorum.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,24,174,181,3,Et vitam venturi saeculi.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_3,25,178,182,3,Amen.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_4,1,1,37,1,Sanctus Dominus Deus Sabaoth.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_4,2,38,59,2,Pleni sunt caeli et terra gloria tua.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_4,3,60,83,3,Hosanna in excelsis.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_4,4,84,117,4,Benedictus qui venit in nomine Domini.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_5,1,1,27,1,"Agnus Dei, qui tollis peccata mundi:",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_5,2,25,36,1,miserere nobis.,,,,,,,,
,,,,,,,"Agnus Dei, qui tollis peccata mundi:",,,,,,,,
,,,,,,,miserere nobis.,,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_5,3,37,64,2,"Agnus Dei, qui tollis peccata mundi:",,,,,,,,
,CRIM_Mass_0006,CRIM_Mass_0006_5,4,63,73,2,dona nobis pacem.,,,,,,,,
